target_count,seed_index,seed_j,seed_meas
1,81,FC1C775D,35BD20F1
1,82,16B93B63,7D609BA5
1,83,8CE1028E,B152E7EF
1,84,87BAD980,7DBEFA97
1,85,D63D86F3,F5399CCA
1,86,EEABA102,01560FC0
1,87,C1FEE4BB,C7E12D58
1,88,0707C9DA,F644A3F9
1,89,DE0D9C30,58A2EE8F
1,90,7CD0EFC7,9F385CFB
1,91,E4CB50A6,94D13729
1,92,A0882219,18F75D24
1,93,C435E6F2,F75A52BC
1,94,011B63F0,0AA34346
1,95,1B456E77,EE460F94
1,96,10088608,EF418331
1,97,6FCFC352,F8FA9F4C
1,98,FB6077AF,713595A9
1,99,C6EBB72E,08FDF109
4,0,7B1DCDAF,24370DF2
4,1,3A85A4DC,A3B9AA35
4,2,6162A8B2,871C276F
4,3,C3ADC34E,F5B8F22B
4,4,2BB073FF,3F8396E3
4,5,DA585AB3,A7197AD7
4,6,0ED109C0,5701CE52
4,7,102ECF73,53C7612B
4,8,CF29B6A1,35231A84
4,9,C49CBB42,D0A3BBB8
4,10,4CC51D23,EE0E3AB4
4,11,F9E8AA7A,3208C31A
4,12,DDA8B051,C8105C9D
4,13,ABFB11BF,F5DEC75E
4,14,20639811,6B6A7C47
4,15,AC72ACD2,CA84BC6C
4,16,49A2DA79,E1376725
4,17,63A4E9D7,6166DBA4
4,18,8983F102,43FB6183
4,19,B671AA78,C97AD8A2
4,20,DAEB566A,989E5B3D
4,21,F6181C00,A345AC4B
4,22,4E18D852,A08980DF
4,23,A035CEBA,611DE4C4
4,24,C2416EE4,7323F479
4,25,FBDAFBDD,A0C0CF2F
4,26,A43FBF47,8DE97B10
4,27,6811F7C1,CB07044A
4,28,610DDE2C,8CF5DEB9
4,29,82241B87,BBE27F39
4,30,48647490,EA9551EB
4,31,63DF3B7F,A8B057E1
4,32,433125BB,3221FEF0
4,33,7943BE40,6641EE79
4,34,26C93252,675D2908
4,35,DBE3ED49,A7CFEA56
4,36,C2EC9BB4,BFC0AE9E
4,37,E7EC8559,307064AC
4,38,CCB88B54,2CF00158
4,39,B512E6A4,2B9E708C
4,40,7E2C3D82,A69FB195
4,41,58B3E5AD,23A21253
4,42,9A07C40B,3EA78D8C
4,43,F1F9A54B,7B00DB61
4,44,FBA6212D,B8B8356A
4,45,1CA60615,D753B84A
4,46,A085C93E,19B8504D
4,47,18190603,AD0438B2
4,48,C1143C78,BBDAB3CD
4,49,332063FC,222BA57C
4,50,D6F4066B,AB9EB714
4,51,64B9628C,9CD8B518
4,52,894E6771,8A255C2E
4,53,E3E668E8,FF1F20C3
4,54,36980406,FBDBFA61
4,55,114D2B4A,A617AD4E
4,56,3B8907E1,0C6CBD10
4,57,2CD09C1D,964FB1A7
4,58,6D7A8604,BD6F99C6
4,59,1FADAF42,60010AA3
4,60,92FE7CFD,B54E2773
4,61,1AECB060,9C545EBA
4,62,91778CC3,BD1D1BC0
4,63,E6B7E7EB,D542988E
4,64,6770144C,D2D3C6E7
4,65,C600A248,0A1E0844
4,66,1EA4F830,2EF0F28E
4,67,639604F3,7FE04F83
4,68,6E084A84,B643B17E
4,69,3D7FC476,467D7A44
4,70,EDCA3875,EFADE11E
4,71,B883121D,095C678C
4,72,ACE22797,BC422A9A
4,73,EFD3172D,8C2C3233
4,74,E6AACDB5,7F1C158A
4,75,6566C598,CA804B00
4,76,4E646D9D,CBAE5AC0
4,77,05D81D6F,260C4013
4,78,2018F6A3,5728C7F4
4,79,718EBF0C,4D7D460C
4,80,042A8F17,2093B3F4
4,81,FC1C775D,35BD20F1
4,82,16B93B63,7D609BA5
4,83,8CE1028E,B152E7EF
4,84,87BAD980,7DBEFA97
4,85,D63D86F3,F5399CCA
4,86,EEABA102,01560FC0
4,87,C1FEE4BB,C7E12D58
4,88,0707C9DA,F644A3F9
4,89,DE0D9C30,58A2EE8F
4,90,7CD0EFC7,9F385CFB
4,91,E4CB50A6,94D13729
4,92,A0882219,18F75D24
4,93,C435E6F2,F75A52BC
4,94,011B63F0,0AA34346
4,95,1B456E77,EE460F94
4,96,10088608,EF418331
4,97,6FCFC352,F8FA9F4C
4,98,FB6077AF,713595A9
4,99,C6EBB72E,08FDF109
16,0,7B1DCDAF,24370DF2
16,1,3A85A4DC,A3B9AA35
16,2,6162A8B2,871C276F
16,3,C3ADC34E,F5B8F22B
16,4,2BB073FF,3F8396E3
16,5,DA585AB3,A7197AD7
16,6,0ED109C0,5701CE52
16,7,102ECF73,53C7612B
16,8,CF29B6A1,35231A84
16,9,C49CBB42,D0A3BBB8
16,10,4CC51D23,EE0E3AB4
16,11,F9E8AA7A,3208C31A
16,12,DDA8B051,C8105C9D
16,13,ABFB11BF,F5DEC75E
16,14,20639811,6B6A7C47
16,15,AC72ACD2,CA84BC6C
16,16,49A2DA79,E1376725
16,17,63A4E9D7,6166DBA4
16,18,8983F102,43FB6183
16,19,B671AA78,C97AD8A2
16,20,DAEB566A,989E5B3D
16,21,F6181C00,A345AC4B
16,22,4E18D852,A08980DF
16,23,A035CEBA,611DE4C4
16,24,C2416EE4,7323F479
16,25,FBDAFBDD,A0C0CF2F
16,26,A43FBF47,8DE97B10
16,27,6811F7C1,CB07044A
16,28,610DDE2C,8CF5DEB9
16,29,82241B87,BBE27F39
16,30,48647490,EA9551EB
16,31,63DF3B7F,A8B057E1
16,32,433125BB,3221FEF0
16,33,7943BE40,6641EE79
16,34,26C93252,675D2908
16,35,DBE3ED49,A7CFEA56
16,36,C2EC9BB4,BFC0AE9E
16,37,E7EC8559,307064AC
16,38,CCB88B54,2CF00158
16,39,B512E6A4,2B9E708C
16,40,7E2C3D82,A69FB195
16,41,58B3E5AD,23A21253
16,42,9A07C40B,3EA78D8C
16,43,F1F9A54B,7B00DB61
16,44,FBA6212D,B8B8356A
16,45,1CA60615,D753B84A
16,46,A085C93E,19B8504D
16,47,18190603,AD0438B2
16,48,C1143C78,BBDAB3CD
16,49,332063FC,222BA57C
16,50,D6F4066B,AB9EB714
16,51,64B9628C,9CD8B518
16,52,894E6771,8A255C2E
16,53,E3E668E8,FF1F20C3
16,54,36980406,FBDBFA61
16,55,114D2B4A,A617AD4E
16,56,3B8907E1,0C6CBD10
16,57,2CD09C1D,964FB1A7
16,58,6D7A8604,BD6F99C6
16,59,1FADAF42,60010AA3
16,60,92FE7CFD,B54E2773
16,61,1AECB060,9C545EBA
16,62,91778CC3,BD1D1BC0
16,63,E6B7E7EB,D542988E
16,64,6770144C,D2D3C6E7
16,65,C600A248,0A1E0844
16,66,1EA4F830,2EF0F28E
16,67,639604F3,7FE04F83
16,68,6E084A84,B643B17E
16,69,3D7FC476,467D7A44
16,70,EDCA3875,EFADE11E
16,71,B883121D,095C678C
16,72,ACE22797,BC422A9A
16,73,EFD3172D,8C2C3233
16,74,E6AACDB5,7F1C158A
16,75,6566C598,CA804B00
16,76,4E646D9D,CBAE5AC0
16,77,05D81D6F,260C4013
16,78,2018F6A3,5728C7F4
16,79,718EBF0C,4D7D460C
16,80,042A8F17,2093B3F4
16,81,FC1C775D,35BD20F1
16,82,16B93B63,7D609BA5
16,83,8CE1028E,B152E7EF
16,84,87BAD980,7DBEFA97
16,85,D63D86F3,F5399CCA
16,86,EEABA102,01560FC0
16,87,C1FEE4BB,C7E12D58
16,88,0707C9DA,F644A3F9
16,89,DE0D9C30,58A2EE8F
16,90,7CD0EFC7,9F385CFB
16,91,E4CB50A6,94D13729
16,92,A0882219,18F75D24
16,93,C435E6F2,F75A52BC
16,94,011B63F0,0AA34346
16,95,1B456E77,EE460F94
16,96,10088608,EF418331
16,97,6FCFC352,F8FA9F4C
16,98,FB6077AF,713595A9
16,99,C6EBB72E,08FDF109
64,0,7B1DCDAF,24370DF2
64,1,3A85A4DC,A3B9AA35
64,2,6162A8B2,871C276F
64,3,C3ADC34E,F5B8F22B
64,4,2BB073FF,3F8396E3
64,5,DA585AB3,A7197AD7
64,6,0ED109C0,5701CE52
64,7,102ECF73,53C7612B
64,8,CF29B6A1,35231A84
64,9,C49CBB42,D0A3BBB8
64,10,4CC51D23,EE0E3AB4
64,11,F9E8AA7A,3208C31A
64,12,DDA8B051,C8105C9D
64,13,ABFB11BF,F5DEC75E
64,14,20639811,6B6A7C47
64,15,AC72ACD2,CA84BC6C
64,16,49A2DA79,E1376725
64,17,63A4E9D7,6166DBA4
64,18,8983F102,43FB6183
64,19,B671AA78,C97AD8A2
64,20,DAEB566A,989E5B3D
64,21,F6181C00,A345AC4B
64,22,4E18D852,A08980DF
64,23,A035CEBA,611DE4C4
64,24,C2416EE4,7323F479
64,25,FBDAFBDD,A0C0CF2F
64,26,A43FBF47,8DE97B10
64,27,6811F7C1,CB07044A
64,28,610DDE2C,8CF5DEB9
64,29,82241B87,BBE27F39
64,30,48647490,EA9551EB
64,31,63DF3B7F,A8B057E1
64,32,433125BB,3221FEF0
64,33,7943BE40,6641EE79
64,34,26C93252,675D2908
64,35,DBE3ED49,A7CFEA56
64,36,C2EC9BB4,BFC0AE9E
64,37,E7EC8559,307064AC
64,38,CCB88B54,2CF00158
64,39,B512E6A4,2B9E708C
64,40,7E2C3D82,A69FB195
64,41,58B3E5AD,23A21253
64,42,9A07C40B,3EA78D8C
64,43,F1F9A54B,7B00DB61
64,44,FBA6212D,B8B8356A
64,45,1CA60615,D753B84A
64,46,A085C93E,19B8504D
64,47,18190603,AD0438B2
64,48,C1143C78,BBDAB3CD
64,49,332063FC,222BA57C
64,50,D6F4066B,AB9EB714
64,51,64B9628C,9CD8B518
64,52,894E6771,8A255C2E
64,53,E3E668E8,FF1F20C3
64,54,36980406,FBDBFA61
64,55,114D2B4A,A617AD4E
64,56,3B8907E1,0C6CBD10
64,57,2CD09C1D,964FB1A7
64,58,6D7A8604,BD6F99C6
64,59,1FADAF42,60010AA3
64,60,92FE7CFD,B54E2773
64,61,1AECB060,9C545EBA
64,62,91778CC3,BD1D1BC0
64,63,E6B7E7EB,D542988E
64,64,6770144C,D2D3C6E7
64,65,C600A248,0A1E0844
64,66,1EA4F830,2EF0F28E
64,67,639604F3,7FE04F83
64,68,6E084A84,B643B17E
64,69,3D7FC476,467D7A44
64,70,EDCA3875,EFADE11E
64,71,B883121D,095C678C
64,72,ACE22797,BC422A9A
64,73,EFD3172D,8C2C3233
64,74,E6AACDB5,7F1C158A
64,75,6566C598,CA804B00
64,76,4E646D9D,CBAE5AC0
64,77,05D81D6F,260C4013
64,78,2018F6A3,5728C7F4
64,79,718EBF0C,4D7D460C
64,80,042A8F17,2093B3F4
64,81,FC1C775D,35BD20F1
64,82,16B93B63,7D609BA5
64,83,8CE1028E,B152E7EF
64,84,87BAD980,7DBEFA97
64,85,D63D86F3,F5399CCA
64,86,EEABA102,01560FC0
64,87,C1FEE4BB,C7E12D58
64,88,0707C9DA,F644A3F9
64,89,DE0D9C30,58A2EE8F
64,90,7CD0EFC7,9F385CFB
64,91,E4CB50A6,94D13729
64,92,A0882219,18F75D24
64,93,C435E6F2,F75A52BC
64,94,011B63F0,0AA34346
64,95,1B456E77,EE460F94
64,96,10088608,EF418331
64,97,6FCFC352,F8FA9F4C
64,98,FB6077AF,713595A9
64,99,C6EBB72E,08FDF109
256,0,7B1DCDAF,24370DF2
256,1,3A85A4DC,A3B9AA35
256,2,6162A8B2,871C276F
256,3,C3ADC34E,F5B8F22B
256,4,2BB073FF,3F8396E3
256,5,DA585AB3,A7197AD7
256,6,0ED109C0,5701CE52
256,7,102ECF73,53C7612B
256,8,CF29B6A1,35231A84
256,9,C49CBB42,D0A3BBB8
256,10,4CC51D23,EE0E3AB4
256,11,F9E8AA7A,3208C31A
256,12,DDA8B051,C8105C9D
256,13,ABFB11BF,F5DEC75E
256,14,20639811,6B6A7C47
256,15,AC72ACD2,CA84BC6C
256,16,49A2DA79,E1376725
256,17,63A4E9D7,6166DBA4
256,18,8983F102,43FB6183
256,19,B671AA78,C97AD8A2
256,20,DAEB566A,989E5B3D
256,21,F6181C00,A345AC4B
256,22,4E18D852,A08980DF
256,23,A035CEBA,611DE4C4
256,24,C2416EE4,7323F479
256,25,FBDAFBDD,A0C0CF2F
256,26,A43FBF47,8DE97B10
256,27,6811F7C1,CB07044A
256,28,610DDE2C,8CF5DEB9
256,29,82241B87,BBE27F39
256,30,48647490,EA9551EB
256,31,63DF3B7F,A8B057E1
256,32,433125BB,3221FEF0
256,33,7943BE40,6641EE79
256,34,26C93252,675D2908
256,35,DBE3ED49,A7CFEA56
256,36,C2EC9BB4,BFC0AE9E
256,37,E7EC8559,307064AC
256,38,CCB88B54,2CF00158
256,39,B512E6A4,2B9E708C
256,40,7E2C3D82,A69FB195
256,41,58B3E5AD,23A21253
256,42,9A07C40B,3EA78D8C
256,43,F1F9A54B,7B00DB61
256,44,FBA6212D,B8B8356A
256,45,1CA60615,D753B84A
256,46,A085C93E,19B8504D
256,47,18190603,AD0438B2
256,48,C1143C78,BBDAB3CD
256,49,332063FC,222BA57C
256,50,D6F4066B,AB9EB714
256,51,64B9628C,9CD8B518
256,52,894E6771,8A255C2E
256,53,E3E668E8,FF1F20C3
256,54,36980406,FBDBFA61
256,55,114D2B4A,A617AD4E
256,56,3B8907E1,0C6CBD10
256,57,2CD09C1D,964FB1A7
256,58,6D7A8604,BD6F99C6
256,59,1FADAF42,60010AA3
256,60,92FE7CFD,B54E2773
256,61,1AECB060,9C545EBA
256,62,91778CC3,BD1D1BC0
256,63,E6B7E7EB,D542988E
256,64,6770144C,D2D3C6E7
256,65,C600A248,0A1E0844
256,66,1EA4F830,2EF0F28E
256,67,639604F3,7FE04F83
256,68,6E084A84,B643B17E
256,69,3D7FC476,467D7A44
256,70,EDCA3875,EFADE11E
256,71,B883121D,095C678C
256,72,ACE22797,BC422A9A
256,73,EFD3172D,8C2C3233
256,74,E6AACDB5,7F1C158A
256,75,6566C598,CA804B00
256,76,4E646D9D,CBAE5AC0
256,77,05D81D6F,260C4013
256,78,2018F6A3,5728C7F4
256,79,718EBF0C,4D7D460C
256,80,042A8F17,2093B3F4
256,81,FC1C775D,35BD20F1
256,82,16B93B63,7D609BA5
256,83,8CE1028E,B152E7EF
256,84,87BAD980,7DBEFA97
256,85,D63D86F3,F5399CCA
256,86,EEABA102,01560FC0
256,87,C1FEE4BB,C7E12D58
256,88,0707C9DA,F644A3F9
256,89,DE0D9C30,58A2EE8F
256,90,7CD0EFC7,9F385CFB
256,91,E4CB50A6,94D13729
256,92,A0882219,18F75D24
256,93,C435E6F2,F75A52BC
256,94,011B63F0,0AA34346
256,95,1B456E77,EE460F94
256,96,10088608,EF418331
256,97,6FCFC352,F8FA9F4C
256,98,FB6077AF,713595A9
256,99,C6EBB72E,08FDF109
