target_count,seed_j,seed_meas,data_file,success,termination_reason,result_index,trial_count,L_BBHT,actual_grover_iterations,cycle_count
16,21,2779077199,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,22,2779077196,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,23,2779077197,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,24,2779077186,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,25,2779077187,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,26,2779077184,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,27,2779077185,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,28,2779077190,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,29,2779077191,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,30,2779077188,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,31,2779077189,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,32,2779077242,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,33,2779077243,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,34,2779077240,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,35,2779077241,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,36,2779077246,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,37,2779077247,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,38,2779077244,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,39,2779077245,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,40,2779077234,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,41,2779077235,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,42,2779077232,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,43,2779077233,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,44,2779077238,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,45,2779077239,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,46,2779077236,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,47,2779077237,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,48,2779077226,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,49,2779077227,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
16,50,2779077224,fpga_inputs/q14_m16/data_signed16.hex,,,,,,,
64,1,2779077211,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,2,2779077208,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,3,2779077209,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,4,2779077214,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,5,2779077215,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,6,2779077212,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,7,2779077213,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,8,2779077202,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,9,2779077203,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,10,2779077200,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,11,2779077201,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,12,2779077206,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,13,2779077207,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,14,2779077204,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,15,2779077205,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,16,2779077194,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,17,2779077195,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,18,2779077192,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,19,2779077193,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,20,2779077198,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,21,2779077199,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,22,2779077196,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,23,2779077197,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,24,2779077186,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,25,2779077187,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,26,2779077184,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,27,2779077185,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,28,2779077190,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,29,2779077191,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,30,2779077188,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,31,2779077189,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,32,2779077242,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,33,2779077243,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,34,2779077240,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,35,2779077241,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,36,2779077246,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,37,2779077247,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,38,2779077244,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,39,2779077245,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,40,2779077234,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,41,2779077235,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,42,2779077232,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,43,2779077233,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,44,2779077238,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,45,2779077239,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,46,2779077236,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,47,2779077237,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,48,2779077226,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,49,2779077227,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
64,50,2779077224,fpga_inputs/q14_m64/data_signed16.hex,,,,,,,
256,1,2779077211,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,2,2779077208,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,3,2779077209,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,4,2779077214,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,5,2779077215,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,6,2779077212,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,7,2779077213,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,8,2779077202,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,9,2779077203,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,10,2779077200,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,11,2779077201,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,12,2779077206,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,13,2779077207,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,14,2779077204,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,15,2779077205,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,16,2779077194,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,17,2779077195,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,18,2779077192,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,19,2779077193,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,20,2779077198,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,21,2779077199,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,22,2779077196,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,23,2779077197,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,24,2779077186,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,25,2779077187,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,26,2779077184,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,27,2779077185,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,28,2779077190,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,29,2779077191,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,30,2779077188,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,31,2779077189,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,32,2779077242,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,33,2779077243,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,34,2779077240,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,35,2779077241,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,36,2779077246,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,37,2779077247,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,38,2779077244,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,39,2779077245,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,40,2779077234,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,41,2779077235,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,42,2779077232,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,43,2779077233,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,44,2779077238,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,45,2779077239,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,46,2779077236,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,47,2779077237,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,48,2779077226,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,49,2779077227,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
256,50,2779077224,fpga_inputs/q14_m256/data_signed16.hex,,,,,,,
